UPCMasterId,UPC,UPCName,BrandCategory,Proc_UPCName,Proc_UPCName1,Proc_UPCName2,IsUPCFuzzy,IsUPCFuzzyOld,IsUPCFuzzyNew,IsUPCNew,LastUpdatedUserId,Created
57,7800000075,Pepsi Cola 10 Fluid Ounce Glass Bottle,NULL,DIET 7UP 2 LT,Pepsi Cola 10 Fluid Ounce Glass Bottle,Pepsi Cola 10 Fluid Ounce Glass Bottle,0,0,1,0,FirstIRIMtch,29:46.5
59,7800001510,Seven Up 10,NULL,7UP TEN 2 LT,Seven Up 10,Seven Up 10,0,0,1,0,FirstIRIMtch,29:46.5
61,7747010201,A & W Cream Soda 2 LTR BTL,CARBONATED SOFT DRINKS,A & W SODA CREAM SODA NR PLASTIC BOTTLE 1 CT 67.6 OZ ,A & W Cream Soda 2 LTR BTL,A & W Cream Soda 2 LTR BTL,0,0,1,0,FirstIRIMtch,29:46.5
66,7800005216,Aw Root Beer Fridge,NULL,A&W ROOT BEER 12PK 12/12 FO,Aw Root Beer Fridge,Aw Root Beer Fridge,0,0,1,0,FirstIRIMtch,29:46.5
67,7800005210,A & W Root Beer - 24 pk 12 OZ CAN,NULL,A&W ROOT BEER 24PK 24/12 FO,A & W Root Beer - 24 pk 12 OZ CAN,A & W Root Beer - 24 pk 12 OZ CAN,0,0,1,0,FirstIRIMtch,29:46.5
51,7800001182,Seven Up Cherry,NULL,7UP CHERRY 12PK 12/12 FO,Seven Up Cherry,Seven Up Cherry,0,0,1,0,FirstIRIMtch,29:46.5
63,7800005512,Aw Diet Cream,NULL,A&W DIET CREAM SODA 12PK 12/12 FO,Aw Diet Cream,Aw Diet Cream,0,0,1,0,FirstIRIMtch,29:46.5
69,7800005242,Aw Rootbeer 16.9Z,NULL,A&W ROOT BEER 6PK 6/16.9 FO,Aw Rootbeer 16.9Z,Aw Rootbeer 16.9Z,0,0,1,0,FirstIRIMtch,29:46.5
70,7800005240,Aw Rootbeer,NULL,A&W ROOT BEER 20 FO,Aw Rootbeer,Aw Rootbeer,0,0,1,0,FirstIRIMtch,29:46.5
72,7800005246,Aw Rootbeer 2Ltr,NULL,A&W ROOT BEER 2 LT,Aw Rootbeer 2Ltr,Aw Rootbeer 2Ltr,0,0,1,0,FirstIRIMtch,29:46.5
77,7800005340,A & W Root Beer Diet - 6 pk 20 OZ BTL,NULL,A&W DIET ROOT BEER 20 FO,A & W Root Beer Diet - 6 pk 20 OZ BTL,A & W Root Beer Diet - 6 pk 20 OZ BTL,0,0,1,0,FirstIRIMtch,29:46.5
79,7800005346,Aw Dt Rootbeer 2Ltr,NULL,A&W DIET ROOT BEER 2 LT,Aw Dt Rootbeer 2Ltr,Aw Dt Rootbeer 2Ltr,0,0,1,0,FirstIRIMtch,29:46.5
74,7800005316,Aw Root Beer Dt Cool,NULL,A&W DIET ROOT BEER 12PK 12/12 FO,Aw Root Beer Dt Cool,Aw Root Beer Dt Cool,0,0,1,0,FirstIRIMtch,29:46.5
75,7800005310,A & W Root Beer Diet - 24 pk 12 OZ CAN,NULL,A & W DIET ROOT BEER 24PK 24/12 FO,A & W Root Beer Diet - 24 pk 12 OZ CAN,A & W Root Beer Diet - 24 pk 12 OZ CAN,0,0,1,0,FirstIRIMtch,29:46.5
76,7800005342,Aw Diet Root Beer,NULL,A&W DIET ROOT BEER 6PK 6/16.9 FO,Aw Diet Root Beer,Aw Diet Root Beer,0,0,1,0,FirstIRIMtch,29:46.5
81,7800001511,Aw Root Beer 10,NULL,A&W TEN ROOT BEER 2 LT,Aw Root Beer 10,Aw Root Beer 10,0,0,1,0,FirstIRIMtch,29:46.5
83,7169802113,Adirondack Lemon Lime Seltzer 2 LTR BTL,NULL,ADIRONDACK LEMON LIME SELTZER WATER PLASTIC BOTTLE 1 CT 67.6 OZ ,Adirondack Lemon Lime Seltzer 2 LTR BTL,Adirondack Lemon Lime Seltzer 2 LTR BTL,0,0,1,0,FirstIRIMtch,29:46.5
86,3498621010,Affy Tapple Homemade Caramel Corn 5.5 OZ BAG,NULL,AFFY TAPPLE RTE POPCORN CARAMEL BAG 5.5 OZ ,Affy Tapple Homemade Caramel Corn 5.5 OZ BAG,Affy Tapple Homemade Caramel Corn 5.5 OZ BAG,0,0,1,0,FirstIRIMtch,29:46.5
2178,2840008411,Fritos Corn Chips Original 9.25 OZ BAG,NULL,FRITOS CORN CHIP ORIGINAL ZERO GRAMS TRANS FAT BAG 9.25 OZ - 0028400084111,69OZ TOSTITOS SALSA DIP,69OZ TOSTITOS SALSA DIP,0,0,1,0,FirstIRIMtch,29:46.5
3430,3010048718,Kblr-Cheesecheddar S,NULL,KEEBLER CHEDDAR CHEESE SANDWICH CRACKER SHELF STABLE 11 OZ ,Kblr-Cheesecheddar S,Kblr-Cheesecheddar S,0,0,1,0,FirstIRIMtch,29:46.5
3433,3010059445,Keebler Sandwich Crackers Fudge & Graham - 8 ct 10.1 OZ PKG,NULL,KEEBLER FUDGE SANDWICH CRACKER SHELF STABLE 10.1 OZ ,Keebler Sandwich Crackers Fudge & Graham - 8 ct 10.1 OZ PKG,Keebler Sandwich Crackers Fudge & Graham - 8 ct 10.1 OZ PKG,0,0,1,0,FirstIRIMtch,29:46.5
