UPCMasterId,UPC,UPCName,BrandCategory,Proc_UPCName,Proc_UPCName1,Proc_UPCName2,IsUPCFuzzy,IsUPCFuzzyOld,IsUPCFuzzyNew,IsUPCNew,LastUpdatedUserId,Created
171,NULL,Annie's Homegrown Creamy Deluxe Rotini & White Cheddar Cheese 9.3 OZ BOX,NULL,Annie's Homegrown Creamy Deluxe Rotini & White Cheddar Cheese 9.3 OZ BOX,Annie's Homegrown Creamy Deluxe Rotini & White Cheddar Cheese 9.3 OZ BOX,Annie's Homegrown Creamy Deluxe Rotini & White Cheddar Cheese 9.3 OZ BOX,1,1,0,0,AdminMtch421,29:46.5
172,NULL,Annie's Homegrown Creamy Deluxe Shells & Cheddar Sauce Real Aged Natural 10 OZ BOX,NULL,Annie's Homegrown Creamy Deluxe Shells & Cheddar Sauce Real Aged Natural 10 OZ BOX,Annie's Homegrown Creamy Deluxe Shells & Cheddar Sauce Real Aged Natural 10 OZ BOX,Annie's Homegrown Creamy Deluxe Shells & Cheddar Sauce Real Aged Natural 10 OZ BOX,1,1,0,0,AdminMtch421,29:46.5
3491,3800013130,Kel Frstd Flks Clstrs,NULL,KELLOGGS FROSTED FLAKES CORN FLAKE AND CLUSTER REGULAR 1 CT 12.1 OZ ,Kel Frstd Flks Clstrs,Kel Frstd Flks Clstrs,0,0,1,0,FirstIRIMtch,29:46.5
3492,3800055647,Kel-Disneypixar Cars,NULL,KELLOGGS DISNEY PIXAR CARS PIECE PIXAR CAR ASSORTED FRUIT 8 OZ 10 CT ,Kel-Disneypixar Cars,Kel-Disneypixar Cars,0,0,1,0,FirstIRIMtch,29:46.5
3494,3800076196,Kel-Monsters Frt.Snk.,NULL,KELLOGGS DISNEY PIXAR MONSTERS UNIVERSITY PIECE MONSTERS INC CHRCTRS ASSORTED FRUIT 8 OZ 10 CT ,Kel-Monsters Frt.Snk.,Kel-Monsters Frt.Snk.,0,0,1,0,FirstIRIMtch,29:46.5
3495,3800055666,Kellogg's Fruit Flavored Snacks Disney Phineas & Ferb - 10 ct 8 OZ BOX,NULL,KELLOGGS DISNEY PHINEAS AND FERB PIECE PHINEAS AND FERB ASSORTED FRUIT 8 OZ 10 CT ,Kellogg's Fruit Flavored Snacks Disney Phineas & Ferb - 10 ct 8 OZ BOX,Kellogg's Fruit Flavored Snacks Disney Phineas & Ferb - 10 ct 8 OZ BOX,0,0,1,0,FirstIRIMtch,29:46.5
3500,3800058926,Kel-Jake N Pirates,NULL,KELLOGGS DISNEY JAKE PIECE ASST DISNEY FIGURES ASSORTED FRUIT 8 OZ 10 CT ,Kel-Jake N Pirates,Kel-Jake N Pirates,0,0,1,0,FirstIRIMtch,29:46.5
2216,1906300013,Fruit2O Natural Tropical Fruit Flavored Water - 6 pk 16 OZ BTL,NULL,FRUIT2O TROPICAL FRUIT BLEND PURIFIED WATER PLSTC WRPD PLSTC BTL 6 CT 96 OZ ,Fruit2O Natural Tropical Fruit Flavored Water - 6 pk 16 OZ BTL,Fruit2O Natural Tropical Fruit Flavored Water - 6 pk 16 OZ BTL,0,0,1,0,FirstIRIMtch,29:46.5
166,3871803852,Ann's House Swiss Mix 32 OZ JAR,NULL,ANNS HOUSE REGULAR NUTRITIONAL SNACK MX MIX 32 OZ ,Ann's House Swiss Mix 32 OZ JAR,Ann's House Swiss Mix 32 OZ JAR,0,0,1,0,FirstIRIMtch,29:46.5
1258,4900001834,Coca Cola Btls,NULL,COKE CLASSIC 6PK 6/8 FO,Coca Cola Btls,Coca Cola Btls,0,0,1,0,FirstIRIMtch,29:46.5
1261,4900005235,Coca Cola,NULL,COKE CLASSIC 8PK 8/7.5 FO,Coca Cola,Coca Cola,0,0,1,0,FirstIRIMtch,29:46.5
1262,4900006148,Coca-Cola Classic Sixer - 6 pk 12 OZ CAN,NULL,COCA COLA SODA COLA CAN IN FRIDGE PCK BX 6 CT 72 OZ ,Coca-Cola Classic Sixer - 6 pk 12 OZ CAN,Coca-Cola Classic Sixer - 6 pk 12 OZ CAN,0,0,1,0,FirstIRIMtch,29:46.5
3487,3800059658,Kel Frosted Flakes,NULL,KELL FROSTED FLAKES 19 OZ,Kel Frosted Flakes,Kel Frosted Flakes,0,0,1,0,FirstIRIMtch,29:46.5
3493,3800013388,Kel-Disney Frozen Frt,NULL,KELLOGGS DISNEY FROZEN PIECE ASSORTED ASSORTED FRUIT 8 OZ 10 CT ,Kel-Disney Frozen Frt,Kel-Disney Frozen Frt,0,0,1,0,FirstIRIMtch,29:46.5
3496,3800055674,Kel-Disney Brave,NULL,KELLOGGS DISNEY PRINCESS PIECE ASST DISNEY FIGURES ASSORTED FRUIT 8 OZ 10 CT ,Kel-Disney Brave,Kel-Disney Brave,0,0,1,0,FirstIRIMtch,29:46.5
3497,3800055659,Kel-Disney Toy Story,NULL,KELLOGGS DISNEY PIXAR TOY STORY PIECE TOY STORY ASSORTED FRUIT 8 OZ 10 CT ,Kel-Disney Toy Story,Kel-Disney Toy Story,0,0,1,0,FirstIRIMtch,29:46.5
3498,3800008985,Kellogg's Fruit Flavored Snacks Finding Nemo - 10 ct 8 OZ BOX,NULL,KELLOGGS DISNEY PIXAR FINDING NEMO PIECE FINDING NEMO CHRCTRS ASSORTED FRUIT 9 OZ 10 CT ,Kellogg's Fruit Flavored Snacks Finding Nemo - 10 ct 8 OZ BOX,Kellogg's Fruit Flavored Snacks Finding Nemo - 10 ct 8 OZ BOX,0,0,1,0,FirstIRIMtch,29:46.5
3501,3800054364,Kel-Asst Frt Avengers,NULL,KELLOGGS MARVEL AVENGERS PIECE MARVEL AVENGERS ASSORTED FRUIT 8 OZ 10 CT ,Kel-Asst Frt Avengers,Kel-Asst Frt Avengers,0,0,1,0,FirstIRIMtch,29:46.5
3502,3800013091,Kel-Nascar Fruit Snak,NULL,KELLOGGS NASCAR ASSORTED FRUIT 10 CT 8 OZ ,Kel-Nascar Fruit Snak,Kel-Nascar Fruit Snak,0,0,1,0,FirstIRIMtch,29:46.5
3504,3800056921,Kel-Spiderman Frt Snk,NULL,KELLOGGS SPIDERMAN PIECE SPIDERMAN CHARACTERS ASSORTED FRUIT 8 OZ 10 CT ,Kel-Spiderman Frt Snk,Kel-Spiderman Frt Snk,0,0,1,0,FirstIRIMtch,29:46.5
2214,1906323235,Vf Frt 2 O Rasp 6Pk,NULL,FRUT2O RASPBRY WATER 6PK 6/16 FO,Vf Frt 2 O Rasp 6Pk,Vf Frt 2 O Rasp 6Pk,0,0,1,0,FirstIRIMtch,29:46.5
2217,1906323247,Fruit2O Natural Watermelon Flavored Water - 6 pk 16 OZ BTL,NULL,FRUIT2O NATURAL WATERMELON PURIFIED WATER PLSTC WRPD PLSTC BTL 6 CT 96 OZ ,Fruit2O Natural Watermelon Flavored Water - 6 pk 16 OZ BTL,Fruit2O Natural Watermelon Flavored Water - 6 pk 16 OZ BTL,0,0,1,0,FirstIRIMtch,29:46.5
173,NULL,Annie's Homegrown Creamy Deluxe Shells & Cheddar Sauce Real Aged Natural 10 OZ BOX,NULL,Annie's Homegrown Creamy Deluxe Shells & Cheddar Sauce Real Aged Natural 10 OZ BOX,Annie's Homegrown Creamy Deluxe Shells & Cheddar Sauce Real Aged Natural 10 OZ BOX,Annie's Homegrown Creamy Deluxe Shells & Cheddar Sauce Real Aged Natural 10 OZ BOX,1,1,0,0,AdminMtch421,29:46.5
174,NULL,Annie's Homegrown Mac & Cheese Aged Cheddar Gluten Free Microwavable 5 ct 10.7 OZ BOX,NULL,Annie's Homegrown Mac & Cheese Aged Cheddar Gluten Free Microwavable 5 ct 10.7 OZ BOX,Annie's Homegrown Mac & Cheese Aged Cheddar Gluten Free Microwavable 5 ct 10.7 OZ BOX,Annie's Homegrown Mac & Cheese Aged Cheddar Gluten Free Microwavable 5 ct 10.7 OZ BOX,1,1,0,0,AdminMtch421,29:46.5
175,NULL,Annie's Homegrown Mac & Cheese Real Aged Cheddar Single Serve Micro - 5 ct 10.7 OZ BOX,NULL,Annie's Homegrown Mac & Cheese Real Aged Cheddar Single Serve Micro - 5 ct 10.7 OZ BOX,Annie's Homegrown Mac & Cheese Real Aged Cheddar Single Serve Micro - 5 ct 10.7 OZ BOX,Annie's Homegrown Mac & Cheese Real Aged Cheddar Single Serve Micro - 5 ct 10.7 OZ BOX,1,1,0,0,AdminMtch421,29:46.5
1255,4900002933,Classic Coke Cf Fr,NULL,COKE CLASSIC CAFF FR 12PK 12/12 FO,Classic Coke Cf Fr,Classic Coke Cf Fr,0,0,1,0,FirstIRIMtch,29:46.5
1260,4900005010,Coke Classic,NULL,COKE CLASSIC 2 LT,Coke Classic,Coke Classic,0,0,1,0,FirstIRIMtch,29:46.5
3488,3800057608,Kellogg's Frosted Flakes Cereal 26.8 OZ BOX,NULL,KELL FROSTED FLAKES 24 OZ,Kellogg's Frosted Flakes Cereal 26.8 OZ BOX,Kellogg's Frosted Flakes Cereal 26.8 OZ BOX,0,0,1,0,FirstIRIMtch,29:46.5
3489,3800071713,Kellogg's Frosted Flakes Cereal Chocolate 14.7 OZ BOX,NULL,KELLOGGS FROSTED FLAKES CORN FLAKE CHOCOLATE 1 CT 14.7 OZ ,Kellogg's Frosted Flakes Cereal Chocolate 14.7 OZ BOX,Kellogg's Frosted Flakes Cereal Chocolate 14.7 OZ BOX,0,0,1,0,FirstIRIMtch,29:46.5
3499,3800055670,Kel-Disney Finding_Ne,NULL,KELLOGGS DISNEY PIXAR FINDING NEMO PIECE FINDING NEMO CHRCTRS ASSORTED FRUIT 8 OZ 10 CT ,Kel-Disney Finding_Ne,Kel-Disney Finding_Ne,0,0,1,0,FirstIRIMtch,29:46.5
3503,3800055662,Kel-Super Mario,NULL,KELLOGGS SUPER MARIO PIECE MARIO CHARACTER ASSORTED FRUIT 8 OZ 10 CT ,Kel-Super Mario,Kel-Super Mario,0,0,1,0,FirstIRIMtch,29:46.5
2215,1906323234,Vf Frt 2 O Straw 6Pk,NULL,FRUT2O NAT STRBRY WTR 6PK 6/16 FO,Vf Frt 2 O Straw 6Pk,Vf Frt 2 O Straw 6Pk,0,0,1,0,FirstIRIMtch,29:46.5
2219,1906300098,Fruit2O Sparkling White Grapefruit 17 OZ BTL,NULL,FRUIT2O WHITE GRAPEFRUIT SPARKLING WATER PLASTIC BOTTLE 1 CT 17 OZ ,Fruit2O Sparkling White Grapefruit 17 OZ BTL,Fruit2O Sparkling White Grapefruit 17 OZ BTL,0,0,1,0,FirstIRIMtch,29:46.5
3505,3800056193,Kel-Frt Snk Mixed Ber,NULL,KELLOGGS PIECE ASSORTED FRUIT MIXED BERRY 8 OZ 10 CT ,Kel-Frt Snk Mixed Ber,Kel-Frt Snk Mixed Ber,0,0,1,0,FirstIRIMtch,29:46.5
3508,3800013730,Kellogg's Granola with Raisins Low Fat 18 OZ BOX,NULL,KELLOGGS LOW FAT GRANOLA GRANOLA MIX REGULAR RAISIN 1 CT 18 OZ - 0038000137301,Kellogg's Granola with Raisins Low Fat 18 OZ BOX,Kellogg's Granola with Raisins Low Fat 18 OZ BOX,0,0,1,0,FirstIRIMtch,29:46.5
1265,4900006521,Coca Cola Life,NULL,COKE LIFE 12PK 12/12 FO,Coca Cola Life,Coca Cola Life,0,0,1,0,FirstIRIMtch,29:46.5
1269,4900006522,Coca-Cola Life 20 OZ BTL,NULL,COKE LIFE PET BTTLE LOOSE 20 FO,Coca-Cola Life 20 OZ BTL,Coca-Cola Life 20 OZ BTL,0,0,1,0,FirstIRIMtch,29:46.5
2221,2840005880,Funyuns Onion Rings 12Ct (9 Oz),NULL,FUNYUNS ONION RINGS 12CT 9 OZ,Funyuns Onion Flavored Rings Snack (0.75 Oz - 12) 9 Ounces 12 Pack Bag,Funyuns Onion Flavored Rings Snack (0.75 Oz - 12) 9 Ounces 12 Pack Bag,0,0,1,0,FirstIRIMtch,29:46.5
2226,8079380873,Fuze Half Tea Half Le,NULL,FUZE HALF HALF ICD T LMND PREPARED ICED TEA VITAMIN B6 B12 CAN IN FRIDGE PCK BX 12 CT 12 OZ ,Fuze Half Tea Half Le,Fuze Half Tea Half Le,0,0,1,0,FirstIRIMtch,29:46.5
1270,4900004825,Vanilla Zero Coke,NULL,COKE ZERO VANILLA 12PK 12/12 FO,Vanilla Zero Coke,Vanilla Zero Coke,0,0,1,0,FirstIRIMtch,29:46.5
1279,4900004086,Coca Cola Zero,NULL,COKE ZERO 20 FO,Coca Cola Zero,Coca Cola Zero,0,0,1,0,FirstIRIMtch,29:46.5
1280,4900006090,Coca Zero Caff Free,NULL,COKE ZERO CAFF FREE 12PK 12/12 FO,Coca Zero Caff Free,Coca Zero Caff Free,0,0,1,0,FirstIRIMtch,29:46.5
1281,4900006091,Coca Zero Caff Free,NULL,COKE ZERO CAFFEINE FREE 2 LT,Coca Zero Caff Free,Coca Zero Caff Free,0,0,1,0,FirstIRIMtch,29:46.5
2218,1906300092,Fruit 2 O Rasp Lemon,NULL,FRUIT2O RASPBERRY LEMON SPARKLING PURIFD WTR PLASTIC BOTTLE 1 CT 17 OZ ,Fruit 2 O Rasp Lemon,Fruit 2 O Rasp Lemon,0,0,1,0,FirstIRIMtch,29:46.5
2220,1906300090,Fruit 2 O Sprak Straw,NULL,FRUIT2O STRAWBERRY SPARKLING PURIFD WTR PLASTIC BOTTLE 1 CT 17 OZ ,Fruit 2 O Sprak Straw,Fruit 2 O Sprak Straw,0,0,1,0,FirstIRIMtch,29:46.5
1263,4900004422,Coca-Cola de Mexico - 24 pk 12 OZ BTL,NULL,COKE MEXICAN 24PK 24/12 FO,Coca-Cola de Mexico - 24 pk 12 OZ BTL,Coca-Cola de Mexico - 24 pk 12 OZ BTL,0,0,1,0,FirstIRIMtch,29:46.5
1267,4900006520,Coca Cola Life,NULL,COKE LIFE 6PK 6/12 FO,Coca Cola Life,Coca Cola Life,0,0,1,0,FirstIRIMtch,29:46.5
1275,4900000684,Coke Zero,NULL,COKE ZERO 8PK 8/12 FO,Coke Zero,Coke Zero,0,0,1,0,FirstIRIMtch,29:46.5
1285,89899977777,Coco Cafe,NULL,VITA COCO CAFE CAFFE LTTE 330 ML,Coco Cafe,Coco Cafe,0,0,1,0,FirstIRIMtch,29:46.5
1290,64174862479,Coco Pop Cakes Multigrain Whole Wheat Lite All Natural 2.64 OZ BTL,NULL,COCO LITE POPCORN RICE CAKE WHOLE WHEAT REGULAR 2.64 OZ ,Coco Pop Cakes Multigrain Whole Wheat Lite All Natural 2.64 OZ BTL,Coco Pop Cakes Multigrain Whole Wheat Lite All Natural 2.64 OZ BTL,0,0,1,0,ElvnDgtIRIMtch,29:46.5
2228,8079380857,Fuze Tea Lemon,NULL,FUZE LEMON ICE TEA 2 LT,Fuze Tea Lemon,Fuze Tea Lemon,0,0,1,0,FirstIRIMtch,29:46.5
2230,8079380782,FUZE Refresh Peach Mango Beverage 16.9 OZ BTL,NULL,FUZE REGULAR PEACH MANGO DRINK 1 CT 16.9 OZ ,FUZE Refresh Peach Mango Beverage 16.9 OZ BTL,FUZE Refresh Peach Mango Beverage 16.9 OZ BTL,0,0,1,0,FirstIRIMtch,29:46.5
2231,8079380774,FUZE Slenderize Blueberry Raspberry Beverage Low Calorie 16.9 OZ BTL,NULL,FUZE SLENDERIZE LOW CALORIE BLUEBERRY RASPBERRY DRINK 1 CT 16.9 OZ ,FUZE Slenderize Blueberry Raspberry Beverage Low Calorie 16.9 OZ BTL,FUZE Slenderize Blueberry Raspberry Beverage Low Calorie 16.9 OZ BTL,0,0,1,0,FirstIRIMtch,29:46.5
2232,8079380770,FUZE Slenderize Cranberry Raspberry Beverage Low Calorie 16.9 OZ BTL,NULL,FUZE SLENDERIZE LOW CALORIE CRAN RASPBERRY DRINK 1 CT 16.9 OZ ,FUZE Slenderize Cranberry Raspberry Beverage Low Calorie 16.9 OZ BTL,FUZE Slenderize Cranberry Raspberry Beverage Low Calorie 16.9 OZ BTL,0,0,1,0,FirstIRIMtch,29:46.5
1283,4900004256,Coca-Cola Zero Sixer - 6 pk 12 OZ CAN,NULL,COKE ZERO 6PK 6/12 FO,Coca-Cola Zero Sixer - 6 pk 12 OZ CAN,Coca-Cola Zero Sixer - 6 pk 12 OZ CAN,0,0,1,0,FirstIRIMtch,29:46.5
1287,64174882554,COCO Pop Cakes Multigrain Blueberry Cinnamon Lite All Natural 2.64 OZ BAG,NULL,COCO LITE POPCORN RICE CAKE BLUEBERRY CINNAMON REGULAR 2.64 OZ ,COCO Pop Cakes Multigrain Blueberry Cinnamon Lite All Natural 2.64 OZ BAG,COCO Pop Cakes Multigrain Blueberry Cinnamon Lite All Natural 2.64 OZ BAG,0,0,1,0,ElvnDgtIRIMtch,29:46.5
3506,38000296635,Kellogg's Fruity Snacks Mixed Berry Flavored - 48 ct 120 OZ BOX,NULL,Kellogg's Fruity Snacks Mixed Berry Flavored - 48 ct 120 OZ BOX,Kellogg's Fruity Snacks Mixed Berry Flavored - 48 ct 120 OZ BOX,Kellogg's Fruity Snacks Mixed Berry Flavored - 48 ct 120 OZ BOX,1,1,0,0,AdminMtch421,29:46.5
1268,4900006523,Coca-Cola Life 2 LTR BTL,NULL,COCA COLA LIFE SODA COLA PLASTIC BOTTLE 1 CT 67.6 OZ ,Coca-Cola Life 2 LTR BTL,Coca-Cola Life 2 LTR BTL,0,0,1,0,FirstIRIMtch,29:46.5
1272,4900004660,Coke Zero,NULL,COKE ZERO 20PK 20/12 FO,Coke Zero,Coke Zero,0,0,1,0,FirstIRIMtch,29:46.5
1273,4900004284,Coca-Cola Zero - 24 pk 12 OZ CAN,NULL,COKE ZERO 24PK 24/12 FO,Coca-Cola Zero - 24 pk 12 OZ CAN,Coca-Cola Zero - 24 pk 12 OZ CAN,0,0,1,0,FirstIRIMtch,29:46.5
2224,2840023431,Funyuns Onion Flavored Rings Chile Limon 6 Oz Bag,NULL,FUNYUNS ONION RING CHILI LIMON BAG 6 OZ ,Funyuns Chili Limon Flavored Onion Rings 6 Ounce Bag,Funyuns Chili Limon Flavored Onion Rings 6 Ounce Bag,0,0,1,0,FirstIRIMtch,29:46.5
2225,8079380784,FUZE Banana Colada Beverage 16.9 OZ BTL,NULL,FUZE REGULAR BANANA COLADA DRINK 1 CT 16.9 OZ ,FUZE Banana Colada Beverage 16.9 OZ BTL,FUZE Banana Colada Beverage 16.9 OZ BTL,0,0,1,0,FirstIRIMtch,29:46.5
2229,8079380887,Fuze Tea Diet Lemon,NULL,FUZE DT LMN ICE TEA 12PK 12/12 FO,Fuze Tea Diet Lemon,Fuze Tea Diet Lemon,0,0,1,0,FirstIRIMtch,29:46.5
165,3871803030,Ann's House Cashews Roasted Lightly Salted 28 OZ PKG,NULL,ANNS HOUSE CASHEW SNACK NUT WHOLE AND HALVES ROASTED 28 OZ ,Ann's House Cashews Roasted Lightly Salted 28 OZ PKG,Ann's House Cashews Roasted Lightly Salted 28 OZ PKG,0,0,1,0,FirstIRIMtch,29:46.5
167,3871870040,Ann's House Swiss Mix 32 OZ JAR,NULL,ANNS HOUSE OF NUTS REGULAR NUTRITIONAL SNACK MX MIX 40 OZ ,Ann's House Swiss Mix 32 OZ JAR,Ann's House Swiss Mix 32 OZ JAR,0,0,1,0,FirstIRIMtch,29:46.5
1264,4900000463,Coke De Mexico,NULL,COKE MEXICAN 12 FO,Coke De Mexico,Coke De Mexico,0,0,1,0,FirstIRIMtch,29:46.5
1266,4900006525,Coca Cola Life,NULL,COKE LIFE GLASS BTL 6PK 6/8 FO,Coca Cola Life,Coca Cola Life,0,0,1,0,FirstIRIMtch,29:46.5
2222,2840008295,Funyuns Onion Flavored Rings 6 OZ BAG,NULL,FUNYUNS ONION RING ONION BAG 6.5 OZ - 0028400082951,Lay's Kettle Cooked Jalapeno Potato Chips 8.5 Ounce Plastic Bag,Lay's Kettle Cooked Jalapeno Potato Chips 8.5 Ounce Plastic Bag,0,0,1,0,FirstIRIMtch,29:46.5
2223,2840024018,Funyuns Onion Flv Rings (6 Oz),Mainstream,FUNYUNS ONION FLV RINGS 6 OZ,Funyuns Onion Flavored Rings Snacks 6 Ounces Bag,Funyuns Onion Flavored Rings Snacks 6 Ounces Bag,0,0,1,0,FirstIRIMtch,29:46.5
1271,4900004255,Coca Cola Fp Zero,NULL,COKE ZERO 12PK 12/12 FO,Coca Cola Fp Zero,Coca Cola Fp Zero,0,0,1,0,FirstIRIMtch,29:46.5
1274,4900004584,Coke Zero,NULL,COKE ZERO 6PK 6/16.9 FO,Coke Zero,Coke Zero,0,0,1,0,FirstIRIMtch,29:46.5
1276,4900004257,Coca-Cola Zero 1.5 LTR BTL,NULL,COCA COLA ZERO SODA COLA PLASTIC BOTTLE 1 CT 50.7 OZ ,Coca-Cola Zero 1.5 LTR BTL,Coca-Cola Zero 1.5 LTR BTL,0,0,1,0,FirstIRIMtch,29:46.5
1277,4900004258,Coca-Cola Zero 2 LTR BTL,NULL,COCA COLA ZERO SODA COLA PLASTIC BOTTLE 1 CT 67.6 OZ ,Coca-Cola Zero 2 LTR BTL,Coca-Cola Zero 2 LTR BTL,0,0,1,0,FirstIRIMtch,29:46.5
1278,4900005014,Coke Zero,NULL,COKE ZERO 2 LT,Coke Zero,Coke Zero,0,0,1,0,FirstIRIMtch,29:46.5
1284,4900006150,Coca-Cola Zero Sixer - 6 pk 12 OZ CAN,NULL,COCA COLA ZERO SODA COLA CAN IN FRIDGE PCK BX 6 CT 72 OZ ,Coca-Cola Zero Sixer - 6 pk 12 OZ CAN,Coca-Cola Zero Sixer - 6 pk 12 OZ CAN,0,0,1,0,FirstIRIMtch,29:46.5
1288,64174882549,COCO Pop Cakes Multigrain Maui Onion Lite All Natural 2.64 OZ BAG,NULL,COCO LITE POPCORN RICE CAKE MAUI ONION REGULAR 2.64 OZ ,COCO Pop Cakes Multigrain Maui Onion Lite All Natural 2.64 OZ BAG,COCO Pop Cakes Multigrain Maui Onion Lite All Natural 2.64 OZ BAG,0,0,1,0,ElvnDgtIRIMtch,29:46.5
1297,4900006130,Coke Caffeine Free Diet - 8 pk 12 OZ BTL,NULL,Coke Caffeine Free Diet - 8 pk 12 OZ BTL,Coke Caffeine Free Diet - 8 pk 12 OZ BTL,Coke Caffeine Free Diet - 8 pk 12 OZ BTL,1,1,0,0,AdminMtch421,29:46.5
1289,9492218182,COCO Pop Cakes Multigrain Original Lite All Natural 2.64 OZ BAG,NULL,COCO LITE RICE CAKE MULTI GRAIN REGULAR 2.64 OZ ,COCO Pop Cakes Multigrain Original Lite All Natural 2.64 OZ BAG,COCO Pop Cakes Multigrain Original Lite All Natural 2.64 OZ BAG,0,0,1,0,FirstIRIMtch,29:46.5
1291,4240018469,CoCo Wheats Hot Cereal 28 OZ BOX,NULL,MBST COCO WHEATS CEREAL 28 OZ,CoCo Wheats Hot Cereal 28 OZ BOX,CoCo Wheats Hot Cereal 28 OZ BOX,0,0,1,0,FirstIRIMtch,29:46.5
1292,4900002934,Diet Coke Cf 12Pk Fr,NULL,DIET COKE CAFF FREE 12PK 12/12 FO,Diet Coke Cf 12Pk Fr,Diet Coke Cf 12Pk Fr,0,0,1,0,FirstIRIMtch,29:46.5
1293,4900001475,Coke Caffeine Free Diet - 20 pk 12 OZ CAN,NULL,CAFFEINE FREE DIET COKE SODA COLA CAN IN FRIDGE PCK BX 20 CT 240 OZ ,Coke Caffeine Free Diet - 20 pk 12 OZ CAN,Coke Caffeine Free Diet - 20 pk 12 OZ CAN,0,0,1,0,FirstIRIMtch,29:46.5
2234,8079380778,FUZE Slenderize Pomegranate Acai Berry Beverage Low Calorie 16.9 OZ BTL,NULL,FUZE SLENDERIZE LOW CALORIE POMEGRANATE ACA BRRY DRINK 1 CT 16.9 OZ ,FUZE Slenderize Pomegranate Acai Berry Beverage Low Calorie 16.9 OZ BTL,FUZE Slenderize Pomegranate Acai Berry Beverage Low Calorie 16.9 OZ BTL,0,0,1,0,FirstIRIMtch,29:46.5
176,NULL,Annie's Homegrown Mac & Cheese Real Aged Cheddar Single Serve Organic 2.01 OZ CUP,NULL,Annie's Homegrown Mac & Cheese Real Aged Cheddar Single Serve Organic 2.01 OZ CUP,Annie's Homegrown Mac & Cheese Real Aged Cheddar Single Serve Organic 2.01 OZ CUP,Annie's Homegrown Mac & Cheese Real Aged Cheddar Single Serve Organic 2.01 OZ CUP,1,1,0,0,AdminMtch421,29:46.5
177,NULL,Annie's Homegrown Mac & Cheese Rice Pasta & Cheddar Single Serve Micro 2c 4 OZ PKG,NULL,Annie's Homegrown Mac & Cheese Rice Pasta & Cheddar Single Serve Micro 2c 4 OZ PKG,Annie's Homegrown Mac & Cheese Rice Pasta & Cheddar Single Serve Micro 2c 4 OZ PKG,Annie's Homegrown Mac & Cheese Rice Pasta & Cheddar Single Serve Micro 2c 4 OZ PKG,1,1,0,0,AdminMtch421,29:46.5
178,NULL,Annie's Homegrown Mac & Cheese White Cheddar Microwavable - 5 ct Organic 10.7 OZ BOX,NULL,Annie's Homegrown Mac & Cheese White Cheddar Microwavable - 5 ct Organic 10.7 OZ BOX,Annie's Homegrown Mac & Cheese White Cheddar Microwavable - 5 ct Organic 10.7 OZ BOX,Annie's Homegrown Mac & Cheese White Cheddar Microwavable - 5 ct Organic 10.7 OZ BOX,1,1,0,0,AdminMtch421,29:46.5
179,NULL,Annie's Homegrown Mac & Cheese White Cheddar Single Serve - 2 ct Organic 4.02 OZ PKG,NULL,Annie's Homegrown Mac & Cheese White Cheddar Single Serve - 2 ct Organic 4.02 OZ PKG,Annie's Homegrown Mac & Cheese White Cheddar Single Serve - 2 ct Organic 4.02 OZ PKG,Annie's Homegrown Mac & Cheese White Cheddar Single Serve - 2 ct Organic 4.02 OZ PKG,1,1,0,0,AdminMtch421,29:46.5
180,NULL,Annie's Homegrown Mac & Cheese White Cheddar Single Serve Organic 2.01 OZ CUP,NULL,Annie's Homegrown Mac & Cheese White Cheddar Single Serve Organic 2.01 OZ CUP,Annie's Homegrown Mac & Cheese White Cheddar Single Serve Organic 2.01 OZ CUP,Annie's Homegrown Mac & Cheese White Cheddar Single Serve Organic 2.01 OZ CUP,1,1,0,0,AdminMtch421,29:46.5
181,NULL,Annie's Homegrown Mac & Cheese White Cheddar Single Serve Organic 2.01 OZ CUP,NULL,Annie's Homegrown Mac & Cheese White Cheddar Single Serve Organic 2.01 OZ CUP,Annie's Homegrown Mac & Cheese White Cheddar Single Serve Organic 2.01 OZ CUP,Annie's Homegrown Mac & Cheese White Cheddar Single Serve Organic 2.01 OZ CUP,1,1,0,0,AdminMtch421,29:46.5
182,NULL,Annie's Homegrown Macaroni & Cheese Arthur Shaped Natural 6 OZ BOX,NULL,Annie's Homegrown Macaroni & Cheese Arthur Shaped Natural 6 OZ BOX,Annie's Homegrown Macaroni & Cheese Arthur Shaped Natural 6 OZ BOX,Annie's Homegrown Macaroni & Cheese Arthur Shaped Natural 6 OZ BOX,1,1,0,0,AdminMtch421,29:46.5
183,NULL,Annie's Homegrown Macaroni & Cheese Bernie's Farm Organic 6 OZ BOX,NULL,Annie's Homegrown Macaroni & Cheese Bernie's Farm Organic 6 OZ BOX,Annie's Homegrown Macaroni & Cheese Bernie's Farm Organic 6 OZ BOX,Annie's Homegrown Macaroni & Cheese Bernie's Farm Organic 6 OZ BOX,1,1,0,0,AdminMtch421,29:46.5
1298,4900005432,Coke Diet Caff Free,NULL,CAFFEINE FREE DIET COKE SODA COLA CAN 8 CT 60 OZ ,Coke Diet Caff Free,Coke Diet Caff Free,0,0,1,0,FirstIRIMtch,29:46.5
1307,4900002469,Dt Coke 6Pk Contour,NULL,DIET COKE 6PK 6/16.9 FO,Dt Coke 6Pk Contour,Dt Coke 6Pk Contour,0,0,1,0,FirstIRIMtch,29:46.5
